10 46,2 53,7 51,5 46,2 52,1 50,5 
10020 41,3 51,0 51,5 45,1 50,5 49,4 
10030 41,3 50,5 52,1 45,1 50,5 49,4 
10040 41,3 50,5 51,5 45,1 50,5 48,9 
10050 41,3 51,0 52,1 45,1 50,5 49,4 
10060 41,3 50,5 52,1 45,1 50,5 49,4 
10070 41,3 50,5 52,1 44,5 49,9 48,9 
10080 41,3 50,5 51,5 45,1 50,5 49,4 
10090 40,8 50,5 52,1 45,1 50,5 48,9 
10100 40,8 50,5 52,1 45,1 50,5 48,9 
10110 40,8 51,0 51,5 45,1 50,5 48,3 
10120 41,3 51,0 52,1 45,1 50,5 48,3 
10130 40,8 50,5 52,6 45,1 50,5 48,3 
10140 41,3 50,5 51,5 45,1 50,5 48,3 
10150 40,8 51,5 52,1 45,1 50,5 48,3 
10160 40,8 51,5 52,6 45,1 50,5 48,9 
10170 41,9 51,0 52,1 45,1 49,9 48,9 
10180 41,3 51,5 52,1 44,5 50,5 48,3 
10190 41,3 50,5 51,5 45,1 50,5 48,3 
10200 40,8 50,5 52,1 45,1 50,5 48,9 
10210 40,8 51,5 51,5 45,1 50,5 48,9 
10220 41,3 50,5 51,5 45,6 50,5 49,4 
10230 41,3 50,5 52,1 45,1 49,9 48,9 
10240 40,8 51,5 51,5 45,1 50,5 48,3 
10250 41,3 50,5 51,5 45,1 50,5 49,4 
10260 40,8 51,0 52,1 45,1 50,5 49,4 
10270 41,9 51,0 51,5 45,1 50,5 48,9 
10280 41,3 50,5 52,6 44,5 49,9 48,3 
10290 40,8 51,5 52,1 45,1 50,5 48,9 
10300 41,3 50,5 52,1 45,1 50,5 48,3 
10310 41,3 51,0 52,1 45,1 51,5 49,4 
10320 41,3 51,5 52,1 45,1 49,9 49,4 
10330 41,3 50,5 52,1 45,1 50,5 49,4 
10340 40,8 51,5 51,5 45,1 50,5 48,3 
10350 41,3 51,5 52,6 45,1 50,5 49,4 
10360 41,3 50,5 52,1 45,1 50,5 48,3 
10370 40,8 51,0 52,6 45,1 50,5 48,3 
10380 41,3 51,5 51,5 45,1 50,5 48,3 
10390 40,8 51,5 52,1 45,1 50,5 48,3 
10400 41,3 51,5 52,1 45,1 50,5 48,9 
10410 41,3 51,0 52,1 45,1 51,0 49,4 
10420 40,8 51,5 52,1 45,1 50,5 49,4 
10430 41,9 51,5 51,5 45,1 50,5 49,4 
10440 41,9 50,5 52,1 45,1 50,5 48,9 
10450 41,3 50,5 52,1 45,1 50,5 48,3 
10460 40,8 51,5 52,1 45,1 50,5 49,4 
10470 41,3 50,5 52,1 45,1 50,5 49,4 
10480 41,3 51,5 52,6 45,1 50,5 49,4 
10490 41,9 51,5 52,1 45,1 50,5 49,4 
10500 41,3 51,5 52,1 45,1 50,5 48,9 
10510 41,3 50,5 52,6 45,1 50,5 48,9 
10520 41,3 50,5 51,5 45,1 50,5 48,9 
10530 41,3 51,0 52,6 45,1 50,5 49,4 
10540 41,3 51,5 52,1 45,1 51,0 48,9 
10550 40,8 50,5 52,1 45,1 50,5 48,9 
10560 41,3 51,5 52,1 45,1 50,5 48,9 
10570 41,9 51,5 52,6 45,6 51,0 48,3 
10580 41,9 51,0 52,1 45,1 50,5 49,4 
10590 41,9 51,5 52,1 45,1 50,5 49,4 
10600 41,9 51,5 52,6 45,1 50,5 48,3 
10610 41,3 50,5 52,1 45,1 50,5 49,4 
10620 41,3 51,5 52,1 45,1 50,5 49,4 
10630 40,8 51,0 52,1 45,1 51,0 48,3 
10640 41,3 51,5 52,1 45,1 50,5 49,4 
10650 41,9 51,5 52,1 45,1 51,5 49,4 
10660 41,3 51,5 52,6 45,1 50,5 49,4 
10670 40,8 51,5 51,5 45,1 50,5 49,4 
10680 40,8 51,5 52,1 45,1 50,5 48,9 
10690 41,3 51,5 51,5 45,1 50,5 49,4 
10700 41,9 52,1 51,5 45,1 50,5 49,4 
10710 41,3 51,5 52,6 45,6 51,5 48,3 
10720 40,8 51,5 51,5 45,1 50,5 48,9 
10730 41,3 51,5 52,6 45,1 50,5 49,4 
10740 41,3 50,5 52,1 45,1 49,9 49,4 
10750 41,9 51,5 52,1 45,6 50,5 49,4 
10760 40,8 51,5 52,6 45,1 50,5 48,3 
10770 40,8 50,5 52,1 45,1 50,5 49,4 
10780 41,3 51,0 52,1 45,1 51,0 49,4 
10790 41,3 51,5 52,6 45,1 50,5 48,3 
10800 41,3 51,5 52,1 45,1 50,5 49,4 
10810 40,8 51,0 51,5 45,1 50,5 49,4 
10820 41,3 51,5 52,6 45,6 50,5 49,4 
10830 41,3 51,5 51,5 45,1 50,5 49,4 
10840 41,3 51,5 52,1 45,1 50,5 49,4 
10850 41,3 51,5 52,1 45,6 51,0 48,9 
10860 40,8 51,5 52,6 45,1 51,5 48,9 
10870 41,3 51,5 52,6 45,1 50,5 49,4 
10880 41,9 51,0 52,6 45,1 50,5 49,4 
10890 41,3 51,5 52,6 45,1 51,0 48,9 
10900 41,9 51,5 52,1 45,1 50,5 48,3 
10910 40,8 51,5 52,6 45,1 50,5 48,9 
10920 40,8 51,5 51,5 45,1 51,0 49,4 
10930 41,3 51,5 52,1 45,1 50,5 49,4 
10940 41,3 51,5 52,6 45,1 51,5 49,4 
10950 40,8 51,5 52,1 45,6 51,5 49,4 
10960 41,9 51,5 52,6 45,1 50,5 49,4 
10970 40,8 51,0 52,6 45,1 50,5 49,4 
10980 40,8 50,5 52,6 45,1 50,5 49,4 
10990 40,8 51,0 52,1 45,1 50,5 49,4 
11000 40,8 51,5 52,1 45,6 51,0 49,4 
11010 41,3 51,5 52,1 45,1 50,5 49,4 
11020 41,3 51,0 52,6 45,1 50,5 49,4 
11030 40,8 51,5 52,6 45,1 50,5 48,9 
11040 41,9 51,5 52,1 45,1 50,5 49,4 
11050 41,3 51,5 52,1 45,1 51,0 49,4 
11060 41,9 51,5 52,6 45,6 51,5 49,4 
11070 40,8 51,5 52,6 45,1 51,0 49,4 
11080 41,3 51,5 52,1 45,1 50,5 48,9 
11090 41,9 51,5 52,6 45,1 51,0 49,4 
11100 41,9 51,5 52,1 45,1 50,5 49,4 
11110 41,3 51,5 52,1 45,1 50,5 49,4 
11120 41,3 51,5 52,6 45,1 50,5 48,9 
11130 40,8 51,5 52,1 45,1 50,5 48,9 
11140 41,9 51,5 52,1 45,6 50,5 49,4 
11150 41,9 50,5 52,1 45,1 50,5 48,9 
11160 41,9 51,5 52,6 45,1 50,5 49,4 
11170 41,9 51,5 52,6 45,6 50,5 49,4 
11180 41,3 51,5 52,1 46,2 50,5 49,4 
11190 41,3 50,5 52,6 45,1 51,0 49,4 
11200 40,8 51,5 52,6 45,6 51,5 48,9 
11210 41,3 51,0 52,6 45,1 50,5 48,9 
11220 41,3 51,5 52,1 45,1 51,5 49,4 
11230 41,3 51,5 52,6 45,1 51,0 49,4 
11240 41,9 50,5 52,6 45,6 51,5 48,9 
11250 40,8 51,5 52,1 45,1 51,0 49,4 
11260 41,3 51,5 52,1 45,1 51,5 48,9 
11270 40,8 51,5 52,1 45,1 50,5 49,4 
11280 41,9 51,0 52,6 45,6 51,5 49,4 
11290 41,9 51,5 52,1 45,1 50,5 49,4 
11300 41,9 51,5 52,6 45,1 51,5 49,4 
11310 41,9 51,5 52,6 45,6 51,0 49,4 
11320 41,3 51,5 52,1 45,6 50,5 49,4 
11330 41,9 51,5 52,6 45,1 50,5 49,4 
11340 41,9 50,5 52,1 45,6 51,5 49,4 
11350 41,3 51,5 52,1 45,6 51,0 49,4 
11360 41,3 52,1 52,1 45,6 51,5 49,4 
11370 41,3 51,5 52,6 45,1 51,0 49,4 
11380 41,9 51,5 52,1 45,1 51,0 49,4 
11390 41,3 51,5 52,1 45,6 51,5 49,4 
11400 40,8 51,5 52,6 45,1 50,5 49,4 
11410 41,9 50,5 52,1 45,1 51,0 49,4 
11420 41,9 51,0 52,1 45,1 51,5 49,4 
11430 41,9 51,5 52,1 45,1 50,5 49,4 
11440 41,3 51,5 52,1 45,6 51,5 49,4 
11450 41,9 51,5 53,2 45,6 50,5 49,4 
11460 41,9 51,5 52,1 45,6 51,0 49,4 
11470 41,3 51,5 52,1 45,6 51,0 49,4 
11480 41,9 51,5 52,6 45,1 51,0 49,4 
11490 41,9 51,5 51,5 45,1 51,0 49,4 
11500 41,3 51,5 52,6 45,1 51,0 49,4 
11510 41,9 51,5 52,1 45,6 50,5 49,4 
11520 41,3 51,0 52,6 45,6 50,5 49,4 
11530 41,9 51,5 52,1 45,1 50,5 49,4 
11540 41,9 51,5 52,6 45,1 51,5 49,4 
11550 41,3 51,5 52,1 45,6 51,0 48,9 
11560 41,9 51,5 52,6 45,1 51,5 49,4 
11570 41,3 51,5 52,6 45,6 50,5 49,4 
11580 41,3 51,5 52,6 45,1 50,5 49,4 
11590 41,3 51,5 52,6 45,6 51,5 49,4 
11600 41,3 51,0 52,1 45,1 50,5 49,4 
11610 41,9 51,5 52,6 45,1 50,5 49,4 
11620 41,9 51,5 52,6 45,6 50,5 48,9 
11630 41,9 51,5 52,6 45,1 51,0 49,4 
11640 40,8 51,5 52,6 45,6 51,0 49,4 
11650 41,9 51,5 52,6 45,1 50,5 49,4 
11660 41,9 51,5 52,6 45,1 51,0 49,4 
11670 41,9 51,5 52,1 45,6 51,0 49,4 
11680 41,9 51,5 52,6 45,1 51,0 49,4 
11690 41,3 51,5 52,6 45,6 51,0 48,3 
11700 41,9 51,5 52,6 45,1 50,5 48,9 
11710 41,9 51,5 52,6 45,1 51,5 49,4 
11720 40,8 51,5 52,1 45,6 51,5 49,4 
11730 41,3 51,5 52,6 45,6 51,0 49,4 
11740 41,9 51,5 52,6 45,1 51,5 49,4 
11750 41,9 51,5 52,6 45,6 50,5 49,4 
11760 41,9 51,5 52,6 45,6 50,5 49,4 
11770 41,3 52,1 52,1 45,6 50,5 49,4 
11780 41,9 51,5 52,1 45,1 51,0 49,4 
11790 41,9 51,5 52,1 46,2 51,0 49,4 
11800 41,3 51,5 52,6 45,6 51,5 49,4 
11810 41,3 51,5 52,6 45,1 51,0 49,4 
11820 41,3 51,5 52,6 46,2 51,5 49,4 
11830 41,3 51,5 52,6 45,6 51,5 49,4 
11840 41,3 51,5 52,6 45,6 50,5 49,4 
11850 41,9 51,5 52,6 45,6 50,5 49,4 
11860 41,3 51,5 52,6 45,1 51,5 49,4 
11870 41,9 51,5 53,2 45,6 51,0 49,4 
11880 41,9 52,1 52,6 45,6 51,0 49,4 
11890 41,9 51,5 52,1 45,1 51,0 49,4 
11900 41,3 51,5 52,6 45,1 51,5 49,4 
11910 41,3 51,5 52,6 45,6 51,0 49,4 
11920 41,9 51,5 52,1 45,1 51,0 49,9 
11930 41,9 51,5 52,6 45,1 51,5 49,4 
11940 41,9 51,5 52,6 45,6 51,0 49,4 
11950 41,9 51,5 52,6 45,6 51,0 49,4 
11960 41,9 51,5 52,6 45,6 51,0 49,9 
11970 41,9 51,5 52,6 45,1 51,0 49,4 
11980 41,3 51,5 53,2 45,1 51,0 49,4 
11990 41,3 51,5 52,1 46,2 50,5 49,4 
12000 41,9 51,5 52,6 45,6 51,5 49,4 
12010 41,9 51,5 52,6 46,2 51,5 49,4 
12020 41,9 52,1 52,6 45,6 51,5 49,4 
12030 41,3 51,5 52,1 45,1 51,5 49,4 
12040 41,9 51,5 52,6 45,1 51,5 49,4 
12050 41,3 51,5 52,6 45,1 50,5 49,4 
12060 41,9 51,5 52,6 45,6 50,5 49,4 
12070 41,9 51,5 52,6 45,6 51,5 49,4 
12080 41,9 51,5 52,6 45,6 51,5 49,9 
12090 41,3 51,5 53,2 45,1 51,0 49,4 
12100 41,3 51,0 52,6 45,6 50,5 49,4 
12110 41,9 51,5 52,6 45,6 51,5 49,4 
12120 41,9 51,5 52,6 45,1 51,0 49,4 
12130 41,3 51,5 52,6 45,1 50,5 49,4 
12140 41,9 51,5 52,6 45,1 50,5 49,4 
12150 41,3 51,5 52,6 45,1 50,5 49,4 
12160 41,9 51,5 52,6 45,1 51,5 49,4 
12170 41,3 51,5 52,1 46,2 51,5 49,4 
12180 41,3 51,5 52,6 45,6 50,5 49,4 
12190 41,3 51,5 52,6 45,6 51,5 48,9 
12200 41,9 51,5 52,6 45,6 50,5 49,4 
12210 41,9 51,5 52,6 45,1 50,5 49,4 
12220 41,9 52,1 52,6 46,2 51,0 49,4 
12230 41,9 51,5 52,6 46,2 51,5 49,4 
12240 42,4 51,5 52,1 45,6 51,5 49,4 
12250 41,9 51,0 52,6 45,6 51,5 49,9 
12260 41,9 51,5 52,1 46,2 50,5 49,4 
12270 41,9 51,5 53,2 45,6 50,5 49,4 
12280 41,3 52,1 52,6 45,1 51,5 49,4 
12290 41,3 51,5 52,1 45,6 51,5 49,4 
12300 41,9 51,5 52,6 45,1 51,0 49,4 
12310 41,9 51,5 52,6 45,6 50,5 49,4 
12320 41,9 51,5 52,6 45,1 50,5 49,4 
12330 41,3 51,5 52,1 45,6 51,0 49,9 
12340 41,9 51,5 52,6 45,1 51,5 49,4 
12350 41,3 51,5 52,6 45,6 51,5 49,9 
12360 41,3 52,1 52,1 45,1 51,5 49,4 
12370 42,4 51,5 52,6 45,6 51,0 49,4 
12380 41,3 51,0 52,6 45,1 51,5 49,4 
12390 41,9 52,1 52,6 45,6 51,5 49,4 
12400 41,3 51,5 52,6 45,6 50,5 49,4 
12410 40,8 51,5 52,6 45,6 51,5 49,4 
12420 41,3 52,1 52,6 45,6 51,0 49,4 
12430 41,9 51,5 52,6 45,6 52,1 49,4 
12440 41,3 51,5 52,6 46,2 50,5 49,4 
12450 41,9 51,5 52,6 45,6 51,5 49,4 
12460 41,9 51,5 52,6 45,1 51,0 49,9 
12470 41,9 52,1 52,6 45,1 50,5 49,9 
12480 41,3 52,1 52,6 45,1 51,0 49,4 
12490 41,3 51,5 52,1 46,2 51,0 49,4 
12500 41,9 51,5 52,6 45,6 50,5 49,4 
12510 41,3 51,5 52,6 45,6 50,5 49,4 
12520 41,3 51,5 52,6 45,6 51,5 49,4 
12530 41,9 52,1 52,6 46,2 50,5 49,4 
12540 41,9 51,5 52,6 45,1 51,0 49,4 
12550 41,9 52,1 52,6 45,1 51,5 49,4 
12560 41,9 51,5 52,6 45,1 51,0 49,4 
12570 41,9 51,5 52,1 45,6 51,5 49,4 
12580 42,4 52,1 52,6 45,6 51,5 49,4 
12590 41,9 51,5 53,2 46,2 50,5 49,4 
12600 41,3 51,5 52,6 45,6 50,5 49,4 
12610 41,9 51,5 52,6 45,1 51,5 49,4 
12620 41,3 51,5 53,2 45,6 50,5 49,4 
12630 41,9 51,5 52,6 45,1 51,5 49,9 
12640 41,9 52,1 52,6 45,1 50,5 49,4 
12650 41,9 52,1 52,6 45,6 50,5 49,4 
12660 41,9 51,5 52,6 45,1 50,5 49,4 
12670 41,9 51,5 52,6 45,1 51,5 49,4 
12680 41,9 51,5 52,6 46,2 50,5 49,4 
12690 41,3 51,5 52,6 45,6 51,5 49,4 
12700 41,3 51,0 52,6 45,6 51,0 49,9 
12710 41,9 51,5 52,6 45,1 50,5 49,4 
12720 41,9 51,5 52,1 46,2 51,5 49,4 
12730 41,3 50,5 52,1 45,6 51,0 49,4 
12740 41,9 51,5 52,6 46,2 51,0 49,4 
12750 42,4 51,5 52,6 45,1 51,5 49,4 
12760 41,9 51,5 52,6 45,6 51,5 49,4 
12770 41,9 51,5 52,6 45,6 50,5 49,4 
12780 42,4 51,5 52,1 45,6 51,5 49,4 
12790 41,3 52,1 52,6 45,1 51,5 49,4 
12800 41,9 51,5 52,6 45,1 51,5 49,4 
12810 41,9 51,5 52,6 45,6 51,0 49,4 
12820 41,3 51,5 52,1 45,1 50,5 49,4 
12830 41,9 52,1 52,6 45,1 51,5 49,4 
12840 41,9 51,5 52,6 45,6 51,5 49,9 
12850 41,9 51,5 51,5 45,6 51,5 49,4 
12860 41,9 51,5 52,6 45,6 51,5 49,4 
12870 41,3 51,5 52,6 45,6 51,5 49,4 
12880 41,9 51,5 53,2 45,1 50,5 49,9 
12890 41,9 51,5 52,6 45,6 51,0 49,4 
12900 41,9 51,5 52,6 45,6 50,5 49,4 
12910 41,9 51,5 52,6 45,1 51,5 49,4 
12920 41,3 51,5 52,6 46,2 51,5 49,4 
12930 41,9 51,5 52,6 45,1 51,5 49,4 
12940 41,3 52,1 52,6 45,1 51,5 49,4 
12950 41,9 51,5 52,6 45,6 51,5 49,4 
12960 41,9 51,5 52,1 45,1 51,5 49,4 
12970 41,9 52,1 52,6 45,6 51,0 49,4 
12980 41,9 51,5 52,6 45,1 50,5 49,4 
12990 41,9 51,5 52,6 45,6 51,5 49,9 
13000 41,9 51,5 52,6 46,2 51,5 49,4 
13010 41,9 51,5 52,6 46,2 51,5 49,4 
13020 41,9 51,5 52,1 45,6 51,5 49,4 
13030 41,9 51,5 52,6 45,6 51,0 49,4 
13040 41,9 51,0 53,2 45,6 51,5 49,4 
13050 41,3 51,5 52,1 45,1 51,5 49,4 
13060 41,9 51,5 52,6 45,6 51,0 49,4 
13070 41,9 51,5 52,6 45,1 51,5 49,4 
13080 41,9 51,5 52,6 45,1 51,5 49,4 
13090 41,9 51,5 52,1 46,2 50,5 49,4 
13100 41,9 51,5 52,1 45,6 50,5 49,4 
13110 41,9 51,5 52,6 45,6 51,0 49,4 
13120 41,9 51,5 52,6 45,6 51,5 49,4 
13130 41,3 51,5 52,6 45,1 51,5 49,9 
13140 41,9 51,5 52,6 45,6 51,0 49,4 
13150 41,9 51,5 52,6 45,6 51,5 49,4 
13160 41,9 51,0 52,6 45,6 51,0 49,4 
13170 42,4 51,5 52,1 46,2 51,0 49,4 
13180 41,9 51,5 52,1 45,6 51,5 49,4 
13190 41,9 51,5 52,6 45,1 51,5 48,9 
13200 41,9 51,5 52,6 45,6 51,5 49,4 
13210 41,9 51,5 52,6 46,2 50,5 49,4 
13220 41,9 51,5 52,1 46,2 51,0 49,4 
13230 41,3 51,5 52,6 45,1 51,0 49,4 
13240 41,9 52,1 52,6 46,2 50,5 49,4 
13250 41,9 51,5 52,6 46,2 51,0 49,4 
13260 41,9 51,5 52,6 45,1 50,5 49,4 
13270 41,9 51,5 52,1 46,2 50,5 49,4 
13280 41,9 51,5 52,6 45,1 51,0 49,4 
13290 41,9 51,5 52,1 45,6 51,0 49,4 
13300 41,9 51,0 52,6 45,6 50,5 49,4 
13310 41,3 51,5 52,6 45,6 51,5 49,4 
13320 41,9 51,5 52,6 45,1 50,5 49,4 
13330 41,9 51,5 52,6 45,1 51,5 49,4 
13340 41,9 51,5 52,6 45,6 50,5 49,4 
13350 41,9 52,1 52,6 45,1 51,5 49,4 
13360 41,3 51,5 52,6 45,6 50,5 49,4 
13370 41,3 51,5 52,6 45,6 51,0 48,9 
13380 41,3 51,5 52,6 45,1 51,5 49,4 
13390 41,9 51,5 52,6 45,1 51,0 49,4 
13400 41,9 52,1 52,1 45,1 50,5 49,4 
13410 41,3 51,5 53,2 45,1 50,5 49,4 
13420 41,9 51,5 52,6 45,6 51,5 49,4 
13430 41,9 52,1 52,1 45,1 50,5 49,4 
13440 41,9 51,5 52,6 45,6 50,5 49,4 
13450 41,3 51,5 52,6 45,6 51,5 49,4 
13460 41,3 50,5 52,6 45,6 51,5 49,4 
13470 41,9 51,5 52,6 45,1 51,5 49,4 
13480 41,3 51,5 52,6 45,6 51,0 49,9 
13490 41,9 51,5 52,6 45,6 50,5 49,4 
13500 41,3 51,5 52,6 45,6 50,5 48,9 
13510 41,9 51,5 52,6 45,6 51,0 49,9 
13520 40,8 51,5 52,6 45,6 51,5 49,4 
13530 41,9 51,5 52,6 45,6 51,0 49,4 
13540 41,9 51,5 52,6 45,6 51,5 49,4 
13550 41,9 51,5 52,6 45,1 51,5 49,4 
13560 40,8 51,5 52,6 45,6 50,5 49,4 
13570 41,3 51,5 52,6 45,6 51,0 49,4 
13580 41,9 51,5 52,6 46,2 51,0 49,4 
13590 41,9 52,1 52,6 45,6 51,5 49,4 
13600 41,9 51,5 52,1 46,2 51,0 49,9 
13610 41,3 51,5 52,6 46,2 51,5 49,4 
13620 41,3 51,5 52,6 45,6 50,5 49,4 
13630 41,9 51,5 52,1 45,6 51,5 49,4 
13640 41,9 51,5 52,1 45,1 50,5 49,4 
13650 41,9 51,5 52,1 45,6 51,5 49,4 
13660 40,8 51,5 52,6 46,2 51,0 49,4 
13670 41,9 52,1 52,6 45,6 51,5 49,4 
13680 41,9 51,5 53,2 45,1 51,5 49,4 
13690 41,3 51,5 52,6 45,6 51,5 49,4 
13700 41,9 51,5 53,2 46,2 51,0 49,4 
13710 41,3 51,5 52,6 46,2 50,5 49,4 
13720 41,9 51,5 52,6 46,2 50,5 49,4 
13730 41,9 51,5 52,6 45,1 51,0 49,4 
13740 41,9 51,5 52,1 45,6 51,0 49,4 
13750 41,3 51,5 52,6 45,1 50,5 49,4 
13760 41,3 51,0 52,6 45,6 51,5 49,4 
13770 41,9 51,5 52,6 45,6 51,0 49,9 
13780 41,9 51,5 52,6 45,6 51,5 49,4 
13790 41,9 51,5 52,6 45,6 51,5 49,9 
13800 42,4 51,5 52,6 45,6 51,5 49,4 
13810 41,3 51,5 52,6 45,1 51,5 49,4 
13820 41,9 51,5 52,1 45,6 51,5 49,9 
13830 41,3 51,5 52,6 45,6 51,5 49,4 
13840 41,3 51,5 52,1 45,6 51,0 49,4 
13850 41,9 51,5 52,1 45,1 51,5 49,4 
13860 41,9 51,0 52,6 45,1 50,5 49,4 
13870 41,9 51,0 52,6 45,1 50,5 49,4 
13880 41,9 51,5 52,6 45,1 51,5 49,4 
13890 41,3 51,5 52,6 45,6 51,0 49,4 
13900 41,9 51,0 52,1 45,1 51,0 49,4 
13910 41,9 51,5 52,6 46,2 51,5 49,4 
13920 41,3 51,5 52,1 45,6 51,5 49,4 
13930 41,9 52,1 52,6 45,1 51,5 49,4 
13940 41,9 51,5 52,6 45,6 51,5 49,9 
13950 41,9 51,0 52,6 45,1 50,5 49,4 
13960 41,3 51,5 52,6 45,6 51,0 49,4 
13970 41,3 51,0 52,6 45,6 51,5 49,9 
13980 41,9 51,5 52,6 46,2 51,0 49,4 
13990 41,9 50,5 52,6 45,6 51,5 49,4 
14000 41,9 51,5 52,6 45,6 50,5 49,4 
14010 41,3 51,5 52,6 45,6 51,0 49,4 
14020 41,9 51,5 52,6 46,2 51,0 49,4 
14030 41,9 51,5 52,1 45,6 51,0 49,4 
14040 41,9 51,5 52,6 45,6 51,5 49,4 
14050 41,3 51,5 52,6 45,6 52,1 49,4 
14060 41,9 51,5 52,6 46,2 51,5 49,4 
14070 41,9 51,0 52,6 46,2 51,5 49,4 
14080 41,9 51,5 52,1 45,1 51,5 49,4 
14090 41,3 51,5 52,6 45,1 50,5 49,4 
14100 41,9 51,5 52,1 45,6 51,5 49,4 
14110 41,9 51,0 52,6 45,1 50,5 49,4 
14120 41,9 50,5 52,6 45,1 50,5 49,4 
14130 41,9 51,5 52,6 45,6 51,0 49,4 
14140 41,3 51,5 53,2 45,1 51,0 49,9 
14150 41,9 51,5 52,1 45,1 51,5 49,4 
14160 41,9 51,5 52,6 46,2 51,5 49,4 
14170 41,3 51,5 52,1 45,1 50,5 49,4 
14180 41,9 51,5 52,1 45,1 50,5 49,4 
14190 41,3 51,5 52,6 45,6 50,5 49,4 
14200 41,9 51,5 52,6 45,1 51,5 49,4 
14210 41,9 51,5 51,5 46,2 51,0 49,4 
14220 41,3 51,5 52,6 45,1 50,5 49,4 
14230 41,9 51,5 52,6 45,6 51,0 49,4 
14240 41,9 51,5 52,1 45,1 51,5 49,4 
14250 41,9 51,5 52,6 45,1 51,0 49,4 
14260 41,9 51,0 52,6 45,1 51,5 49,4 
14270 41,3 51,5 53,2 45,6 50,5 49,4 
14280 41,9 51,5 52,1 45,6 51,5 49,4 
14290 41,9 51,5 52,6 45,1 50,5 49,4 
14300 41,3 51,5 52,6 45,6 51,5 49,4 
14310 41,9 51,5 52,6 45,6 51,5 49,4 
14320 41,9 51,5 52,6 45,1 51,5 49,4 
14330 41,9 51,5 52,6 45,6 51,5 49,4 
14340 41,9 51,5 52,6 45,6 51,5 49,4 
14350 41,9 51,5 52,1 45,6 51,5 49,4 
14360 41,9 51,5 52,1 45,6 51,0 49,4 
14370 41,9 51,5 53,2 45,1 51,5 49,4 
14380 41,9 51,5 52,6 45,6 50,5 49,4 
14390 40,8 51,5 52,6 45,1 51,0 49,4 
14400 41,9 52,1 52,1 45,1 50,5 49,4 
14410 41,9 52,1 52,6 45,6 51,5 49,4 
14420 41,3 51,5 52,6 45,6 50,5 49,4 
14430 41,3 51,0 52,1 45,6 51,0 49,4 
14440 41,9 51,5 52,6 45,6 51,0 49,4 
14450 41,3 51,5 52,6 45,6 51,5 49,4 
